snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold
0,0.0,1.008490162027253,1.1646441507339478,1.113734245300293,0.014046724458212105,0.04035206925378819,3.0
12,0.8,0.9551268004909659,1.0987380170822143,1.1301227807998657,0.0037232603165016104,0.009306945778567145,4.0
25,1.6666666666666667,0.8957907446599984,1.1682966423034669,1.1659917831420898,0.0161433130849286,0.04257730386185983,4.0
38,2.533333333333333,1.1010371437912188,1.3879611158370972,1.4058605432510376,0.007639607017857627,0.014567135571879672,4.0
51,3.4,0.9750661228685136,1.1352572464942932,1.1517013311386108,0.01015836242416104,0.022844302359303154,4.0
64,4.266666666666667,0.8225537753672985,0.9303752493858337,1.0155088901519775,0.0041284887431111365,0.013701014493382093,4.0
77,5.133333333333333,1.0859235117673736,1.2884363889694215,1.2231427431106567,0.008844789010241385,0.024178567263745898,4.0
90,6.0,1.0385347926284583,1.3012418794631957,1.2885873317718506,0.004910174214527432,0.009607095906268162,4.0
