n_sites,theta1,max_lambda,max_entropy,peak_time_lambda,norm_drift,max_magic_m2,peak_time_m2,peak_lag_m2_minus_lambda,max_abs_dlambda_dt,max_abs_dm2_dt
6.0,0.0,-0.0,0.16275004786805286,0.0,4.440892098500626e-15,0.7037775915870155,0.5,0.5,0.0,1.1546319456101628e-14
6.0,0.9,0.00021245649572132713,0.16275004786805244,1.3333333333333333,1.3322676295501878e-15,0.7080464090572764,4.75,3.416666666666667,0.00024505034293046714,0.028121402595199463
6.0,1.8,0.0008371008856026876,0.16275004786805217,1.3333333333333333,1.1102230246251565e-15,0.7394120985966577,4.583333333333333,3.25,0.0009711867943381462,0.1017978975945093
6.0,2.7,0.0018569707021240513,0.16275004786805253,1.3333333333333333,2.1094237467877974e-15,0.7818886899104909,4.5,3.166666666666667,0.002163387634310417,0.20458474858228382
