run_id,condition_id,architecture,n_sites,theta1,hidden_size,seed,n_snapshots,pearson_magic_vs_val_nll,pearson_p_magic_vs_val_nll,spearman_magic_vs_val_nll,spearman_p_magic_vs_val_nll,pearson_entropy_vs_val_nll,pearson_p_entropy_vs_val_nll,pearson_magic_vs_val_nll_partial_entropy,pearson_p_magic_vs_val_nll_partial_entropy,pearson_magic_vs_kl,pearson_p_magic_vs_kl,pearson_magic_vs_tv,pearson_p_magic_vs_tv,pearson_magic_vs_val_nll_ci_low,pearson_magic_vs_val_nll_ci_high,pearson_entropy_vs_val_nll_ci_low,pearson_entropy_vs_val_nll_ci_high,pearson_magic_vs_val_nll_partial_entropy_ci_low,pearson_magic_vs_val_nll_partial_entropy_ci_high,pearson_magic_vs_kl_ci_low,pearson_magic_vs_kl_ci_high,pearson_magic_vs_tv_ci_low,pearson_magic_vs_tv_ci_high,perm_p_magic_vs_val_nll,perm_p_entropy_vs_val_nll,perm_p_magic_vs_val_nll_partial_entropy,perm_p_magic_vs_kl,perm_p_magic_vs_tv,null_random_label_r_magic_vs_val_nll,null_shuffled_time_r_magic_vs_val_nll,condition_runtime_s
14,N6_th0.90_archrbm_h48_s23,rbm,6,0.9,48,23,4,0.7165857448909447,0.28341425510905527,0.7999999999999999,0.20000000000000007,0.45541543538028456,0.5445845646197154,0.6791599810173163,0.32084001898268366,-0.10839629756043938,0.8916037024395607,-0.1453482539984673,0.8546517460015326,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.3588039867109635,0.627906976744186,0.5913621262458472,0.9634551495016611,0.8704318936877077,0.02123585111300022,0.0031551221981271187,5.960958318086341
15,N6_th0.90_archindependent_h0_s11,independent,6,0.9,0,11,4,-0.29782176925405607,0.7021782307459439,-0.19999999999999998,0.8,-0.4899865554015895,0.5100134445984106,0.21904281670379172,0.7809571832962083,-0.08104292800487589,0.9189570719951241,0.07707056201005913,0.9229294379899409,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.8571428571428571,0.5382059800664452,0.8372093023255814,1.0,0.9069767441860465,0.038090784873228256,0.030571575728459477,0.8345816859509796
16,N6_th0.90_archindependent_h0_s17,independent,6,0.9,0,17,4,0.18735534143796204,0.8126446585620379,0.39999999999999997,0.6,-0.39695427587347043,0.6030457241265297,0.999069877295413,0.0009301227045870331,-0.09740622598622903,0.902593774013771,-0.09495563199192793,0.905044368008072,-1.0,1.0,-1.0,1.0,0.9990698772954126,1.0,-1.0,1.0,-1.0,1.0,0.8438538205980066,0.654485049833887,0.046511627906976744,0.9634551495016611,0.8903654485049833,-0.03104645733922585,-0.04082242176739989,0.8428925049956888
17,N6_th0.90_archindependent_h0_s23,independent,6,0.9,0,23,4,0.7261242482273231,0.27387575177267687,0.7999999999999999,0.20000000000000007,0.48063011424790597,0.5193698857520941,0.666561407385394,0.33343859261460596,-0.0747827074071876,0.9252172925928124,-0.16580788926398793,0.8341921107360122,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.3588039867109635,0.627906976744186,0.5614617940199336,1.0,0.8305647840531561,0.01771468984206918,0.007207270935774314,0.8370977898593992
18,N6_th1.80_archgru_h48_s11,gru,6,1.8,48,11,4,-0.5968181107169112,0.40318188928308896,-0.6000000000000001,0.3999999999999999,-0.7454409276177416,0.2545590723822584,0.24220713520934609,0.757792864790654,0.9171036496420456,0.0828963503579545,0.026121635563857368,0.9738783644361426,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.8122576198015439,1.0,-1.0,1.0,0.4485049833887043,0.29900332225913623,0.8338870431893688,0.07641196013289037,0.9601328903654485,-0.03218179795591247,0.14156936304620757,6.427315335953608
19,N6_th1.80_archgru_h48_s17,gru,6,1.8,48,17,4,-0.8558919591490797,0.14410804085092033,-0.6000000000000001,0.3999999999999999,-0.8980993032558601,0.10190069674413982,-0.26025103873556793,0.7397489612644321,0.801164259268096,0.19883574073190413,0.8249996066908435,0.17500039330915662,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.9999999999999996,1.0,-0.9999999999999999,1.0,0.26245847176079734,0.15614617940199335,1.0,0.25249169435215946,0.16943521594684385,-0.011245150688342233,0.004466279661270934,6.568614145042375
20,N6_th1.80_archgru_h48_s23,gru,6,1.8,48,23,4,-0.7646872805875266,0.23531271941247356,-0.6000000000000001,0.3999999999999999,-0.8991264255767394,0.1008735744232605,0.21369880702164823,0.7863011929783519,0.863214729427436,0.13678527057256407,0.5705486636144269,0.429451336385573,-1.0,1.0,-1.0,-0.380902005876798,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.3289036544850498,0.18604651162790697,0.9235880398671097,0.2857142857142857,0.6312292358803987,-0.010943820081431035,-0.05146475887092852,6.422907171072438
21,N6_th1.80_archrbm_h48_s11,rbm,6,1.8,48,11,4,-0.735796093420596,0.26420390657940396,-0.6000000000000001,0.3999999999999999,-0.8260815276005656,0.17391847239943425,0.019355731975041347,0.9806442680249587,-0.8781268291039452,0.12187317089605476,-0.913178208525977,0.08682179147402302,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.30564784053156147,0.1893687707641196,1.0,0.2691029900332226,0.2558139534883721,-0.05870601972850177,0.12971557351863208,5.865356429014355
22,N6_th1.80_archrbm_h48_s17,rbm,6,1.8,48,17,4,-0.8977507052914475,0.10224929470855249,-0.6000000000000001,0.3999999999999999,-0.9044336051122207,0.09556639488777918,-0.45975647475002335,0.5402435252499767,-0.87923496517816,0.12076503482184009,-0.8957965206319338,0.10420347936806618,-1.0,1.0,-1.0,1.0,-1.0,-0.45975647475002207,-1.0,1.0,-1.0,1.0,0.26245847176079734,0.15614617940199335,0.8737541528239202,0.3023255813953488,0.2857142857142857,-0.017832375897568895,0.0063524713242598466,5.724488367792219
23,N6_th1.80_archrbm_h48_s23,rbm,6,1.8,48,23,4,-0.8350853150121184,0.16491468498788153,-0.6000000000000001,0.3999999999999999,-0.900348045648866,0.09965195435113405,-0.14460993351168336,0.8553900664883167,-0.8769821719782106,0.12301782802178929,-0.9147874846881572,0.08521251531184282,-1.0,1.0,-1.0,-0.37331622579372187,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.3289036544850498,0.18604651162790697,0.9700996677740864,0.3023255813953488,0.2425249169435216,-0.016496264987359226,-0.031896157721580484,5.86447670403868
