n_sites,theta1,max_lambda,max_entropy,peak_time_lambda,norm_drift,max_magic_m2,peak_time_m2,peak_lag_m2_minus_lambda,max_abs_dlambda_dt,max_abs_dm2_dt
6.0,0.0,3.700743415417188e-17,0.22905280285942878,0.5833333333333333,4.440892098500626e-16,1.0176721938627908,0.08333333333333333,-0.49999999999999994,2.220446049250327e-16,1.0658141036401503e-14
6.0,0.9,0.009288247004785033,0.22905280285942858,1.8333333333333333,1.7763568394002505e-15,1.1168934753852309,2.833333333333333,0.9999999999999998,0.00818114339354676,0.42664773963938973
6.0,1.8,0.03955117703373318,0.23308905811439137,2.833333333333333,2.3314683517128287e-15,1.1405699060566343,4.416666666666666,1.583333333333333,0.031242302207233147,0.5109365679600932
6.0,2.7,0.14796938516573543,0.5710375467274685,3.0,2.6645352591003757e-15,1.1342131330494603,4.25,1.25,0.07151439949131022,0.7065238022857359
