snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
72,4.8,1.0084901620272673,1.9083238887786864,1.99307119846344,0.7607606902130672,0.5001579573035685,10.0,N6_th0.00_archmade_h48_s17,made,6,0.0,48,17,0.22807231345757004
90,6.0,1.0084901620272664,1.8715812015533446,1.8192583322525024,0.6722403781016484,0.4621406386447059,9.0,N6_th0.00_archmade_h48_s17,made,6,0.0,48,17,0.2280723134575699
0,0.0,1.0084901620272664,1.8365626430511475,1.8706274032592773,0.7141781829547827,0.46533410497856437,10.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.22807231345757034
18,1.2,1.0084901620272682,1.864888391494751,1.794250726699829,0.7046261753833422,0.4880894590951126,10.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.22807231345756954
36,2.4,1.0084901620272673,1.9619320297241212,1.893217921257019,0.7578156864454453,0.4849787316951516,9.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.2280723134575699
54,3.6,1.0084901620272673,1.890641212463379,1.9101155996322632,0.7215775293889422,0.4928877617800657,10.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.22807231345757017
72,4.8,1.0084901620272673,1.9462433052062988,2.0790069103240967,0.8444367034387738,0.5167157569703393,11.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.22807231345757004
90,6.0,1.0084901620272664,2.0349692153930663,2.1139585971832275,0.8656486228250735,0.5230939592799412,11.0,N6_th0.00_archmade_h48_s23,made,6,0.0,48,23,0.2280723134575699
0,0.0,1.0084901620272664,2.0247662115097045,1.9507883787155151,0.8087293123600375,0.5259981695271252,11.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.22807231345757034
18,1.2,1.0084901620272682,1.952433843612671,1.9504320621490479,0.777495305746704,0.5049062800665337,11.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.22807231345756954
36,2.4,1.0084901620272673,1.997889862060547,2.0772812366485596,0.8489887575210233,0.5206898705976339,11.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.2280723134575699
54,3.6,1.0084901620272673,2.0277104282379153,1.9530712366104126,0.8531192979975473,0.5308152477656777,8.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.22807231345757017
72,4.8,1.0084901620272673,1.8224722480773925,1.7906063795089722,0.6644424162984841,0.45514209411541356,8.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.22807231345757004
90,6.0,1.0084901620272664,2.0112131118774412,1.9679042100906372,0.8264683856571471,0.5202640283970591,10.0,N6_th0.00_archmade_h48_s29,made,6,0.0,48,29,0.2280723134575699
0,0.0,1.008490162027253,1.8309973526000975,1.8177850246429443,0.6738352574093951,0.4634912854968942,9.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.22807231345756993
18,1.2,0.974846073502917,1.7855295658111572,1.7819726467132568,0.6682329269774827,0.4598400728464294,9.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.19095899253826634
36,2.4,1.0064397219830523,1.92411301612854,1.928208589553833,0.7674717460002654,0.5043573561772576,10.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.19692464800392412
54,3.6,0.9886711292843469,1.827091007232666,1.7608416080474854,0.6595706066205331,0.4584089593168267,8.0,N6_th0.80_archmade_h48_s11,made,6,0.8,48,11,0.22175346555716147
